hs,desc
850490,electrical transformers static converters for example rectifiers and inductors parts thereof parts of power supplies for automatic data processing machines or units thereof of heading 8471 of power supplies for goods of subheading 8443 31 or 8443 32 of power supplies for monitors of subheading 8528 42 or 8528 52 or projectors of subheading 8528 62 printed circuit assemblies printed circuit assemblies of the goods of subheading 8504 40 or 8504 50 for telecommunication apparatus parts ferrites of static converters for transformers of transformers stacked cores for incorporation into transformers wound cores for incorporation into transformers laminations for incorporation into stacked cores
850511,electromagnets permanent magnets and articles intended to become permanent magnets after magnetization electromagnetic or permanent magnet chucks clamps and similar holding devices electromagnetic couplings clutches and brakes electromagnetic lifting heads parts thereof permanent magnets and articles intended to become permanent magnets after magnetization of metal sintered neodymium iron boron sintered samarium cobalt ceramic alnico
850519,electromagnets permanent magnets and articles intended to become permanent magnets after magnetization electromagnetic or permanent magnet chucks clamps and similar holding devices electromagnetic couplings clutches and brakes electromagnetic lifting heads parts thereof permanent magnets and articles intended to become permanent magnets after magnetization composite good containing flexible magnets flexible magnets
850520,electromagnets permanent magnets and articles intended to become permanent magnets after magnetization electromagnetic or permanent magnet chucks clamps and similar holding devices electromagnetic couplings clutches and brakes electromagnetic lifting heads parts thereof electromagnetic couplings clutches and brakes
850590,electromagnets permanent magnets and articles intended to become permanent magnets after magnetization electromagnetic or permanent magnet chucks clamps and similar holding devices electromagnetic couplings clutches and brakes electromagnetic lifting heads parts thereof including parts work holders and parts thereof electromagnets of a kind used solely or principally for magnetic resonance imaging apparatus than apparatus of heading 9018 electromagnetic lifting heads
850610,primary cells and primary batteries parts thereof manganese dioxide
850630,primary cells and primary batteries parts thereof mercuric oxide having an external volume not exceeding 300 cm3
850640,primary cells and primary batteries parts thereof silver oxide having an external volume not exceeding 300 cm3
850650,primary cells and primary batteries parts thereof lithium
850660,primary cells and primary batteries parts thereof air zinc
850680,primary cells and primary batteries parts thereof primary cells and primary batteries
850690,primary cells and primary batteries parts thereof parts
850710,electric storage batteries including separators therefor whether or not rectangular including square parts thereof lead acid storage batteries of a kind used for starting piston engines 12 v batteries not exceeding 6 kg in weight exceeding 6 kg in weight
850720,electric storage batteries including separators therefor whether or not rectangular including square parts thereof lead acid storage batteries of a kind used as the primary source of electrical power for electrically powered vehicles of subheadings 8703 40 8703 50 8703 60 8703 70 or 8703 80 exceeding 6 kg in weight of a kind described in subheading 9903 45 25 6 v batteries 36 v batteries 12 v batteries
850730,electric storage batteries including separators therefor whether or not rectangular including square parts thereof nickel cadmium storage batteries of a kind used as the primary source of electrical power for electrically powered vehicles of subheadings 8703 40 8703 50 8703 60 8703 70 or 8703 80 sealed
850740,electric storage batteries including separators therefor whether or not rectangular including square parts thereof nickel iron storage batteries of a kind used as the primary source of electrical power for electrically powered vehicles of subheadings 8703 40 8703 50 8703 60 8703 70 or 8703 80
850750,electric storage batteries including separators therefor whether or not rectangular including square parts thereof nickel metal hydride batteries
850760,electric storage batteries including separators therefor whether or not rectangular including square parts thereof lithium ion batteries of a kind used as the primary source of electrical power for electrically powered vehicles of subheadings 8703 40 8703 50 8703 60 8703 70 or 8703 80
850780,electric storage batteries including separators therefor whether or not rectangular including square parts thereof storage batteries of a kind used as the primary source of electrical power for electrically powered vehicles of subheadings 8703 40 8703 50 8703 60 8703 70 or 8703 80
850790,electric storage batteries including separators therefor whether or not rectangular including square parts thereof parts of lead acid storage batteries
850811,vacuum cleaners parts thereof with self contained electric motor of a power not exceeding 1 500 w and having a dust bag or receptacle capacity not exceeding 20 l
850819,vacuum cleaners parts thereof with self contained electric motor
850860,vacuum cleaners parts thereof vacuum cleaners
850870,vacuum cleaners parts thereof parts
850940,electromechanical domestic appliances with self contained electric motor than vacuum cleaners of heading 8508 parts thereof food grinders processors and mixers fruit or vegetable juice extractors food grinders and processors juice extractors blenders food mixers
850980,electromechanical domestic appliances with self contained electric motor than vacuum cleaners of heading 8508 parts thereof appliances kitchen waste disposers disposals floor polishers humidifiers can openers including combination units electric toothbrushes evaporative ultrasonic
850990,electromechanical domestic appliances with self contained electric motor than vacuum cleaners of heading 8508 parts thereof parts parts of floor polishers housings
851010,shavers hair clippers and hair removing appliances with self contained electric motor parts thereof shavers
851020,shavers hair clippers and hair removing appliances with self contained electric motor parts thereof hair clippers hair clippers to be used for agricultural or horticultural purposes
851030,shavers hair clippers and hair removing appliances with self contained electric motor parts thereof hair removing appliances
851090,shavers hair clippers and hair removing appliances with self contained electric motor parts thereof parts parts of hair clippers parts of shavers parts of hair clippers parts of hair clippers to be used for agricultural or horticultural purposes blades and cutting heads parts of shavers
851110,electrical ignition or starting equipment of a kind used for spark ignition or compression ignition internal combustion engines for example ignition magnetos magneto dynamos ignition coils spark plugs and glow plugs starter motors generators for example dynamos alternators and cut outs of a kind used in conjunction with such engines parts thereof spark plugs
851120,electrical ignition or starting equipment of a kind used for spark ignition or compression ignition internal combustion engines for example ignition magnetos magneto dynamos ignition coils spark plugs and glow plugs starter motors generators for example dynamos alternators and cut outs of a kind used in conjunction with such engines parts thereof ignition magnetos magneto dynamos magnetic flywheels
851130,electrical ignition or starting equipment of a kind used for spark ignition or compression ignition internal combustion engines for example ignition magnetos magneto dynamos ignition coils spark plugs and glow plugs starter motors generators for example dynamos alternators and cut outs of a kind used in conjunction with such engines parts thereof distributors ignition coils ignition coils distributors
851140,electrical ignition or starting equipment of a kind used for spark ignition or compression ignition internal combustion engines for example ignition magnetos magneto dynamos ignition coils spark plugs and glow plugs starter motors generators for example dynamos alternators and cut outs of a kind used in conjunction with such engines parts thereof starter motors and dual purpose starter generators ignition coils
851150,electrical ignition or starting equipment of a kind used for spark ignition or compression ignition internal combustion engines for example ignition magnetos magneto dynamos ignition coils spark plugs and glow plugs starter motors generators for example dynamos alternators and cut outs of a kind used in conjunction with such engines parts thereof generators ignition coils
851180,electrical ignition or starting equipment of a kind used for spark ignition or compression ignition internal combustion engines for example ignition magnetos magneto dynamos ignition coils spark plugs and glow plugs starter motors generators for example dynamos alternators and cut outs of a kind used in conjunction with such engines parts thereof equipment voltage and voltage current regulators with cut out relays designed for use on 6 12 or 24 v systems
851190,electrical ignition or starting equipment of a kind used for spark ignition or compression ignition internal combustion engines for example ignition magnetos magneto dynamos ignition coils spark plugs and glow plugs starter motors generators for example dynamos alternators and cut outs of a kind used in conjunction with such engines parts thereof parts parts of voltage and voltage current regulators with cut out relays distributor contact breaker point sets designed for use on 6 12 or 24 v systems
851210,electrical lighting or signaling equipment excluding articles of heading 8539 windshield wipers defrosters and demisters of a kind used for cycles or motor vehicles parts thereof lighting or visual signaling equipment of a kind used on bicycles lighting equipment visual signaling equipment
851220,electrical lighting or signaling equipment excluding articles of heading 8539 windshield wipers defrosters and demisters of a kind used for cycles or motor vehicles parts thereof lighting or visual signaling equipment lighting equipment visual signaling equipment for the vehicles of subheading 8701 20 or heading 8702 8703 8704 8705 or 8711
851230,electrical lighting or signaling equipment excluding articles of heading 8539 windshield wipers defrosters and demisters of a kind used for cycles or motor vehicles parts thereof sound signaling equipment radar detectors of a kind used in motor vehicles horns
851240,electrical lighting or signaling equipment excluding articles of heading 8539 windshield wipers defrosters and demisters of a kind used for cycles or motor vehicles parts thereof windshield wipers defrosters and demisters windshield wipers defrosters and demisters
851290,electrical lighting or signaling equipment excluding articles of heading 8539 windshield wipers defrosters and demisters of a kind used for cycles or motor vehicles parts thereof parts of defrosters and demisters of lighting equipment of signaling equipment of a kind used on bicycles
851310,portable electric lamps designed to function by their own source of energy for example dry batteries storage batteries magnetos than lighting equipment of heading 8512 parts thereof lamps flashlights
851390,portable electric lamps designed to function by their own source of energy for example dry batteries storage batteries magnetos than lighting equipment of heading 8512 parts thereof parts of flashlights
851410,industrial or laboratory electric furnaces and ovens including those functioning by induction or dielectric loss industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss parts thereof resistance heated furnaces and ovens
851420,industrial or laboratory electric furnaces and ovens including those functioning by induction or dielectric loss industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss parts thereof furnaces and ovens functioning by induction or dielectric loss microwave ovens for making hot drinks or for cooking or heating food
851430,industrial or laboratory electric furnaces and ovens including those functioning by induction or dielectric loss industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss parts thereof furnaces and ovens of a kind used solely or principally for the manufacture of printed circuits or printed circuit assemblies
851440,industrial or laboratory electric furnaces and ovens including those functioning by induction or dielectric loss industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss parts thereof equipment for the heat treatment of materials by induction or dielectric loss
851490,industrial or laboratory electric furnaces and ovens including those functioning by induction or dielectric loss industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss parts thereof parts of microwave ovens
851511,electric including electrically heated gas laser or light or photon beam ultrasonic electron beam magnetic pulse or plasma arc soldering brazing or welding machines and apparatus whether or not capable of cutting electric machines and apparatus for hot spraying of metals or cermets parts thereof brazing or soldering machines and apparatus soldering irons and guns
851519,electric including electrically heated gas laser or light or photon beam ultrasonic electron beam magnetic pulse or plasma arc soldering brazing or welding machines and apparatus whether or not capable of cutting electric machines and apparatus for hot spraying of metals or cermets parts thereof brazing or soldering machines and apparatus
851521,electric including electrically heated gas laser or light or photon beam ultrasonic electron beam magnetic pulse or plasma arc soldering brazing or welding machines and apparatus whether or not capable of cutting electric machines and apparatus for hot spraying of metals or cermets parts thereof machines and apparatus for resistance welding of metal fully or partly automatic
851529,electric including electrically heated gas laser or light or photon beam ultrasonic electron beam magnetic pulse or plasma arc soldering brazing or welding machines and apparatus whether or not capable of cutting electric machines and apparatus for hot spraying of metals or cermets parts thereof machines and apparatus for resistance welding of metal
851531,electric including electrically heated gas laser or light or photon beam ultrasonic electron beam magnetic pulse or plasma arc soldering brazing or welding machines and apparatus whether or not capable of cutting electric machines and apparatus for hot spraying of metals or cermets parts thereof machines and apparatus for arc including plasma arc welding of metals fully or partly automatic
851539,electric including electrically heated gas laser or light or photon beam ultrasonic electron beam magnetic pulse or plasma arc soldering brazing or welding machines and apparatus whether or not capable of cutting electric machines and apparatus for hot spraying of metals or cermets parts thereof machines and apparatus for arc including plasma arc welding of metals non rotating type rotating type ac transformer type
851580,electric including electrically heated gas laser or light or photon beam ultrasonic electron beam magnetic pulse or plasma arc soldering brazing or welding machines and apparatus whether or not capable of cutting electric machines and apparatus for hot spraying of metals or cermets parts thereof machines and apparatus ultrasonic welding machines rotating type
851590,electric including electrically heated gas laser or light or photon beam ultrasonic electron beam magnetic pulse or plasma arc soldering brazing or welding machines and apparatus whether or not capable of cutting electric machines and apparatus for hot spraying of metals or cermets parts thereof parts parts of welding machines and apparatus rotating type
851610,electric instantaneous or storage water heaters and immersion heaters electric space heating apparatus and soil heating apparatus electrmic hairdressing apparatus for example hair dryers hair curlers curling tong heaters and hand dryers electric flatirons electrmic appliances of a kind used for domestic purposes electric heating resistors than those of heading 8545 parts thereof electric instantaneous or storage water heaters and immersion heaters storage water heaters water heaters and immersion heaters
851621,electric instantaneous or storage water heaters and immersion heaters electric space heating apparatus and soil heating apparatus electrmic hairdressing apparatus for example hair dryers hair curlers curling tong heaters and hand dryers electric flatirons electrmic appliances of a kind used for domestic purposes electric heating resistors than those of heading 8545 parts thereof electric space heating apparatus and electric soil heating apparatus storage heating radiators
851629,electric instantaneous or storage water heaters and immersion heaters electric space heating apparatus and soil heating apparatus electrmic hairdressing apparatus for example hair dryers hair curlers curling tong heaters and hand dryers electric flatirons electrmic appliances of a kind used for domestic purposes electric heating resistors than those of heading 8545 parts thereof electric space heating apparatus and electric soil heating apparatus portable space heaters fan forced
851631,electric instantaneous or storage water heaters and immersion heaters electric space heating apparatus and soil heating apparatus electrmic hairdressing apparatus for example hair dryers hair curlers curling tong heaters and hand dryers electric flatirons electrmic appliances of a kind used for domestic purposes electric heating resistors than those of heading 8545 parts thereof electrmic hairdressing or hand drying apparatus hair dryers
851632,electric instantaneous or storage water heaters and immersion heaters electric space heating apparatus and soil heating apparatus electrmic hairdressing apparatus for example hair dryers hair curlers curling tong heaters and hand dryers electric flatirons electrmic appliances of a kind used for domestic purposes electric heating resistors than those of heading 8545 parts thereof electrmic hairdressing or hand drying apparatus hairdressing apparatus curlers
851633,electric instantaneous or storage water heaters and immersion heaters electric space heating apparatus and soil heating apparatus electrmic hairdressing apparatus for example hair dryers hair curlers curling tong heaters and hand dryers electric flatirons electrmic appliances of a kind used for domestic purposes electric heating resistors than those of heading 8545 parts thereof electrmic hairdressing or hand drying apparatus hand drying apparatus
851640,electric instantaneous or storage water heaters and immersion heaters electric space heating apparatus and soil heating apparatus electrmic hairdressing apparatus for example hair dryers hair curlers curling tong heaters and hand dryers electric flatirons electrmic appliances of a kind used for domestic purposes electric heating resistors than those of heading 8545 parts thereof electric flatirons travel type
851650,electric instantaneous or storage water heaters and immersion heaters electric space heating apparatus and soil heating apparatus electrmic hairdressing apparatus for example hair dryers hair curlers curling tong heaters and hand dryers electric flatirons electrmic appliances of a kind used for domestic purposes electric heating resistors than those of heading 8545 parts thereof microwave ovens having a capacity exceeding 22 5 liters but not exceeding 31 0 liters having a capacity not exceeding 22 5 liters having a capacity exceeding 31 0 liters
851660,electric instantaneous or storage water heaters and immersion heaters electric space heating apparatus and soil heating apparatus electrmic hairdressing apparatus for example hair dryers hair curlers curling tong heaters and hand dryers electric flatirons electrmic appliances of a kind used for domestic purposes electric heating resistors than those of heading 8545 parts thereof ovens cooking stoves ranges cooking plates boiling rings grillers and roasters cooking stoves ranges and ovens microwave oven combinations portable of a maximum width not exceeding 70 centimeters of a maximum width exceeding 70 centimeters containing a gas fueled cooktop containing a radiant heated cooktop
851671,electric instantaneous or storage water heaters and immersion heaters electric space heating apparatus and soil heating apparatus electrmic hairdressing apparatus for example hair dryers hair curlers curling tong heaters and hand dryers electric flatirons electrmic appliances of a kind used for domestic purposes electric heating resistors than those of heading 8545 parts thereof electrmic appliances coffee or tea makers coffee makers percolator automatic drip and pump type of a maximum width exceeding 70 centimeters
851672,electric instantaneous or storage water heaters and immersion heaters electric space heating apparatus and soil heating apparatus electrmic hairdressing apparatus for example hair dryers hair curlers curling tong heaters and hand dryers electric flatirons electrmic appliances of a kind used for domestic purposes electric heating resistors than those of heading 8545 parts thereof electrmic appliances toasters of a maximum width exceeding 70 centimeters
851679,electric instantaneous or storage water heaters and immersion heaters electric space heating apparatus and soil heating apparatus electrmic hairdressing apparatus for example hair dryers hair curlers curling tong heaters and hand dryers electric flatirons electrmic appliances of a kind used for domestic purposes electric heating resistors than those of heading 8545 parts thereof electrmic appliances of a maximum width exceeding 70 centimeters
851680,electric instantaneous or storage water heaters and immersion heaters electric space heating apparatus and soil heating apparatus electrmic hairdressing apparatus for example hair dryers hair curlers curling tong heaters and hand dryers electric flatirons electrmic appliances of a kind used for domestic purposes electric heating resistors than those of heading 8545 parts thereof electric heating resistors assembled only with simple insulated former and electrical connections used for anti icing or deicing of a maximum width exceeding 70 centimeters
851690,electric instantaneous or storage water heaters and immersion heaters electric space heating apparatus and soil heating apparatus electrmic hairdressing apparatus for example hair dryers hair curlers curling tong heaters and hand dryers electric flatirons electrmic appliances of a kind used for domestic purposes electric heating resistors than those of heading 8545 parts thereof parts of heaters or heating apparatus of subheading 8516 10 8516 21 or 8516 29 housings for the hand drying apparatus of subheading 8516 33 parts for the cooking stoves ranges and ovens of subheading 8516 60 40 housings for toasters housings and steel bases for the electric flatirons of subheading 8516 40 parts for the microwave ovens of subheading 8516 50 assemblies incorporating more than one of the following cooking chamber structural supporting chassis door outer case cooking chambers whether or not assembled printed circuit assemblies door assemblies incorporating more than one of the following inner panel outer panel window insulation top surface panels with or without heating elements or controls shelving and racks for cooking stoves and ranges of a maximum width exceeding 70 centimeters
851711,telephone sets including telephones for cellular networks or for wireless networks apparatus for the transmission or reception of voice images or data including apparatus for communication in a wired or wireless network such as a local or wide area network than transmission or reception apparatus of heading 8443 8525 8527 or 8528 parts thereof telephone sets including telephones for cellular networks or for wireless networks line telephone sets with cordless handsets
851712,telephone sets including telephones for cellular networks or for wireless networks apparatus for the transmission or reception of voice images or data including apparatus for communication in a wired or wireless network such as a local or wide area network than transmission or reception apparatus of heading 8443 8525 8527 or 8528 parts thereof telephone sets including telephones for cellular networks or for wireless networks telephones for cellular networks or for wireless networks radio telephones designed for the public cellular radiotelecommunication service radio telephones designed for installation in motor vehicles for the public cellular radiotelecommunication service
851718,telephone sets including telephones for cellular networks or for wireless networks apparatus for the transmission or reception of voice images or data including apparatus for communication in a wired or wireless network such as a local or wide area network than transmission or reception apparatus of heading 8443 8525 8527 or 8528 parts thereof telephone sets including telephones for cellular networks or for wireless networks multiline telephones including key call director and consoles videophones
851761,telephone sets including telephones for cellular networks or for wireless networks apparatus for the transmission or reception of voice images or data including apparatus for communication in a wired or wireless network such as a local or wide area network than transmission or reception apparatus of heading 8443 8525 8527 or 8528 parts thereof apparatus for transmission or reception of voice images or data including apparatus for communication in a wired or wireless network such as a local or wide area network base stations
851762,telephone sets including telephones for cellular networks or for wireless networks apparatus for the transmission or reception of voice images or data including apparatus for communication in a wired or wireless network such as a local or wide area network than transmission or reception apparatus of heading 8443 8525 8527 or 8528 parts thereof apparatus for transmission or reception of voice images or data including apparatus for communication in a wired or wireless network such as a local or wide area network machines for the reception conversion and transmission or regeneration of voice images or data including switching and routing apparatus switching and routing apparatus modems of a kind used with data processing machines of heading 8471
851769,telephone sets including telephones for cellular networks or for wireless networks apparatus for the transmission or reception of voice images or data including apparatus for communication in a wired or wireless network such as a local or wide area network than transmission or reception apparatus of heading 8443 8525 8527 or 8528 parts thereof apparatus for transmission or reception of voice images or data including apparatus for communication in a wired or wireless network such as a local or wide area network
851770,telephone sets including telephones for cellular networks or for wireless networks apparatus for the transmission or reception of voice images or data including apparatus for communication in a wired or wireless network such as a local or wide area network than transmission or reception apparatus of heading 8443 8525 8527 or 8528 parts thereof parts
851810,microphones and stands therefor loudspeakers whether or not mounted in their enclosures headphones and earphones whether or not combined with a microphone and sets consisting of a microphone and one or more loudspeakers audio frequency electric amplifiers electric sound amplifier sets parts thereof microphones and stands therefor microphones having a frequency range of 300 hz to 3 4 khz with a diameter of not exceeding 10 mm and a height not exceeding 3 mm for telecommunication use microphones
851821,microphones and stands therefor loudspeakers whether or not mounted in their enclosures headphones and earphones whether or not combined with a microphone and sets consisting of a microphone and one or more loudspeakers audio frequency electric amplifiers electric sound amplifier sets parts thereof loudspeakers whether or not mounted in their enclosures single loudspeakers mounted in their enclosures
851822,microphones and stands therefor loudspeakers whether or not mounted in their enclosures headphones and earphones whether or not combined with a microphone and sets consisting of a microphone and one or more loudspeakers audio frequency electric amplifiers electric sound amplifier sets parts thereof loudspeakers whether or not mounted in their enclosures multiple loudspeakers mounted in the same enclosure
851829,microphones and stands therefor loudspeakers whether or not mounted in their enclosures headphones and earphones whether or not combined with a microphone and sets consisting of a microphone and one or more loudspeakers audio frequency electric amplifiers electric sound amplifier sets parts thereof loudspeakers whether or not mounted in their enclosures without housing having a frequency range of 300 hz to 3 4 khz with a diameter of not exceeding 50 mm for telecommunication use
851830,microphones and stands therefor loudspeakers whether or not mounted in their enclosures headphones and earphones whether or not combined with a microphone and sets consisting of a microphone and one or more loudspeakers audio frequency electric amplifiers electric sound amplifier sets parts thereof headphones and earphones whether or not combined with a microphone and sets consisting of a microphone and one or more loudspeakers line telephone handsets
851840,microphones and stands therefor loudspeakers whether or not mounted in their enclosures headphones and earphones whether or not combined with a microphone and sets consisting of a microphone and one or more loudspeakers audio frequency electric amplifiers electric sound amplifier sets parts thereof audio frequency electric amplifiers for use as repeaters in line telephony
851850,microphones and stands therefor loudspeakers whether or not mounted in their enclosures headphones and earphones whether or not combined with a microphone and sets consisting of a microphone and one or more loudspeakers audio frequency electric amplifiers electric sound amplifier sets parts thereof electric sound amplifier sets
851890,microphones and stands therefor loudspeakers whether or not mounted in their enclosures headphones and earphones whether or not combined with a microphone and sets consisting of a microphone and one or more loudspeakers audio frequency electric amplifiers electric sound amplifier sets parts thereof parts of line telephone handsets of subheading 8518 30 10 of repeaters of subheading 8518 40 10 printed circuit assemblies of the articles of subheading 8518 10 40 or 8518 29 40 printed circuit assemblies of line telephone handsets parts of repeaters
851920,sound recording or reproducing apparatus apparatus operated by coins banknotes bank cards tokens or by means of payment
851930,sound recording or reproducing apparatus turntables record decks with automatic record changing mechanism
851950,sound recording or reproducing apparatus telephone answering machines
851981,sound recording or reproducing apparatus apparatus using magnetic optical or semiconductor media sound reproducing only transcribing machines cassette type tape players optical disc recorders magnetic tape recorders incorporating sound reproducing apparatus than telephone answering machines optical disc including compact disc players designed exclusively for motor vehicle installation
851989,sound recording or reproducing apparatus apparatus record players than those operated by coins banknotes bank cards tokens or by means of payment without loudspeaker
852110,video recording or reproducing apparatus whether or not incorporating a video tuner magnetic tape type color cartridge or cassette type not capable of recording
852190,video recording or reproducing apparatus whether or not incorporating a video tuner
852210,parts and accessories suitable for use solely or principally with the apparatus of heading 8519 or 8521 pickup cartridges
852290,parts and accessories suitable for use solely or principally with the apparatus of heading 8519 or 8521 parts of telephone answering machines assemblies and subassemblies of articles provided for in subheading 8519 81 40 consisting of two or more pieces fastened or joined together printed circuit assemblies magnetic recording and reproducing heads
852321,discs tapes solid state non volatile storage devices smart cards and media for the recording of sound or of phenomena whether or not recorded including matrices and masters for the production of discs but excluding products of chapter 37 magnetic media cards incorporating a magnetic stripe
852329,discs tapes solid state non volatile storage devices smart cards and media for the recording of sound or of phenomena whether or not recorded including matrices and masters for the production of discs but excluding products of chapter 37 magnetic media unrecorded magnetic media magnetic tapes magnetic tapes for reproducing phenomena than sound or image of a width not exceeding 4 mm of a width exceeding 4 mm but not exceeding 6 5 mm of a width exceeding 6 5 mm news sound recordings relating to current events video tape recordings in cassettes of a width not exceeding 16 mm in cassettes sound recordings on cassette tapes
852341,discs tapes solid state non volatile storage devices smart cards and media for the recording of sound or of phenomena whether or not recorded including matrices and masters for the production of discs but excluding products of chapter 37 optical media unrecorded of a width exceeding 6 5 mm
852349,discs tapes solid state non volatile storage devices smart cards and media for the recording of sound or of phenomena whether or not recorded including matrices and masters for the production of discs but excluding products of chapter 37 optical media for reproducing sound only for reproducing phenomena than sound or image for reproducing representations of instructions data sound and image recorded in a machine readable binary form and capable of being manipulated or providing interactivity to a user by means of an automatic data processing machine proprietary format recorded discs prepackaged software for automatic data processing machines of a kind sold at retail of a width exceeding 6 5 mm
852351,discs tapes solid state non volatile storage devices smart cards and media for the recording of sound or of phenomena whether or not recorded including matrices and masters for the production of discs but excluding products of chapter 37 semiconductor media solid state non volatile storage devices of a width exceeding 6 5 mm
852352,discs tapes solid state non volatile storage devices smart cards and media for the recording of sound or of phenomena whether or not recorded including matrices and masters for the production of discs but excluding products of chapter 37 semiconductor media smart cards unrecorded of a width exceeding 6 5 mm
852359,discs tapes solid state non volatile storage devices smart cards and media for the recording of sound or of phenomena whether or not recorded including matrices and masters for the production of discs but excluding products of chapter 37 semiconductor media of a width exceeding 6 5 mm
852380,discs tapes solid state non volatile storage devices smart cards and media for the recording of sound or of phenomena whether or not recorded including matrices and masters for the production of discs but excluding products of chapter 37 phonograph records of a width exceeding 6 5 mm
852550,transmission apparatus for radio broadcasting or television whether or not incorporating reception apparatus or sound recording or reproducing apparatus television cameras digital cameras and video camera recorders transmission apparatus for radiobroadcasting television set top boxes which have a communication function transmitters apparatus for the reception of television signals relayed by television satellite converters decoders preamplifiers line amplifiers distribution amplifiers and amplifiers directional couplers and couplers all the foregoing designed for cable or closed circuit television applications
852560,transmission apparatus for radio broadcasting or television whether or not incorporating reception apparatus or sound recording or reproducing apparatus television cameras digital cameras and video camera recorders transmission apparatus incorporating reception apparatus transceivers low power radiotelephonic transceivers operating on frequencies from 49 82 to 49 90 mhz citizens band cb hand held marine vhf fm
852580,transmission apparatus for radio broadcasting or television whether or not incorporating reception apparatus or sound recording or reproducing apparatus television cameras digital cameras and video camera recorders television cameras digital cameras and video camera recorders television cameras digital still image video cameras camcorders studio television cameras excluding shoulder carried and portable cameras gyrostabilized television cameras 8 mm color
852610,radar apparatus radio navigational aid apparatus and radio remote control apparatus radar apparatus designed for boat or ship installation
852691,radar apparatus radio navigational aid apparatus and radio remote control apparatus radio navigational aid apparatus reception only apparatus
852692,radar apparatus radio navigational aid apparatus and radio remote control apparatus radio remote control apparatus radio remote control apparatus for video game consoles
852712,reception apparatus for radiobroadcasting whether or not combined in the same housing with sound recording or reproducing apparatus or a clock radiobroadcast receivers capable of operating without an external source of power pocket size radio cassette players
852713,reception apparatus for radiobroadcasting whether or not combined in the same housing with sound recording or reproducing apparatus or a clock radiobroadcast receivers capable of operating without an external source of power apparatus combined with sound recording or reproducing apparatus combinations incorporating tape players which are incapable of recording radio tape recorder combinations radio phonograph combinations cassette type incorporating optical disc including compact disc players or recorders
852719,reception apparatus for radiobroadcasting whether or not combined in the same housing with sound recording or reproducing apparatus or a clock radiobroadcast receivers capable of operating without an external source of power valued not over 40 each incorporating a clock or clock timer not in combination with any article and not designed for motor vehicle installation fm only or am fm only
852721,reception apparatus for radiobroadcasting whether or not combined in the same housing with sound recording or reproducing apparatus or a clock radiobroadcast receivers not capable of operating without an external source of power of a kind used in motor vehicles combined with sound recording or reproducing apparatus radio tape player combinations combined with sound recording or reproducing apparatus capable of receiving and decoding digital radio data system signals incorporating optical disc including compact disc players or recorders incorporating optical disc including compact disc players or recorders
852729,reception apparatus for radiobroadcasting whether or not combined in the same housing with sound recording or reproducing apparatus or a clock radiobroadcast receivers not capable of operating without an external source of power of a kind used in motor vehicles fm only or am fm only
852791,reception apparatus for radiobroadcasting whether or not combined in the same housing with sound recording or reproducing apparatus or a clock combined with sound recording or reproducing apparatus articles designed for connection to telegraphic or telephonic apparatus or instruments or to telegraphic or telephonic networks combinations incorporating tape recorders combinations incorporating tape players which are incapable of recording incorporating optical disc including compact disc players or recorders
852792,reception apparatus for radiobroadcasting whether or not combined in the same housing with sound recording or reproducing apparatus or a clock not combined with sound recording or reproducing apparatus but combined with a clock valued not over 40 each
852799,reception apparatus for radiobroadcasting whether or not combined in the same housing with sound recording or reproducing apparatus or a clock radio receivers infant nursery monitor systems each consisting in the same package of a radio transmitter an electrical adapter and a radio receiver
852842,monitors and projectors not incorporating television reception apparatus reception apparatus for television whether or not incorporating radio broadcast receivers or sound or video recording or reproducing apparatus cathode ray tube monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471
852849,monitors and projectors not incorporating television reception apparatus reception apparatus for television whether or not incorporating radio broadcast receivers or sound or video recording or reproducing apparatus cathode ray tube monitors color black and white or monochrome non high definition projection type with a cathode ray tube non high definition having a single picture tube intended for direct viewing non projection type with a video display diagonal exceeding 35 56 cm non high definition having a single picture tube intended for direct viewing non projection type with a video display diagonal not exceeding 35 56 cm high definition projection type with a cathode ray tube high definition non projection type with a cathode ray tube incomplete or unfinished including assemblies consisting of the parts specified in subdivisions a b c and e in additional u s note 9 to this chapter plus a power supply presented without a display device incorporating video recording or reproducing apparatus incorporating video recording or reproducing apparatus with a video display diagonal not exceeding 34 29 cm
852852,monitors and projectors not incorporating television reception apparatus reception apparatus for television whether or not incorporating radio broadcast receivers or sound or video recording or reproducing apparatus monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 black and white or monochrome high definition projection type with a cathode ray tube
852859,monitors and projectors not incorporating television reception apparatus reception apparatus for television whether or not incorporating radio broadcast receivers or sound or video recording or reproducing apparatus monitors color black and white or monochrome with a flat panel screen incomplete or unfinished including assemblies consisting of the parts specified in subdivisions a b c and e in additional u s note 9 to this chapter plus a power supply presented without a display device incorporating video recording or reproducing apparatus incorporating video recording or reproducing apparatus with a video display diagonal not exceeding 34 29 cm plasma type lcd type direct view
