hts,short_desc,long_desc,naics
5512110050,WOV FAB SYN FB GT=85% SYN GT=85% PLY UBL/BL DUCK,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED DUCK, GREATER THAN OR EQUAL TO 85 PERCENT BY WEIG",313210
5512110060,WOV FB SYN GT=85% SYN GT=85% PL UB/BL ST/TWL WV,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED SATIN WEAVE OR TWILL WEAVE, GREATER THAN OR EQUAL",313210
5512110070,WOV FB SYN FIB GT= 85% SYN GT= 85% P0L UB/BL OX CL,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED OXFORD CLOTH, GREATER THAN OR EQUAL TO 85 PERCENT",313210
5512110090,WOV FB SYN ST FIB GT=85% SYN GT=85% UB/BL NESOI,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED OTHER FABRIC, NOT PLAIN WEAVE, GREATER THAN OR EQ",313210
5512190005,WV FB SYN ST GT=85% SYN GT=85% PL YR D C EX BD/J W,"FABRIC OF YARNS OF DIFFERENT COLORS, NOT BLUE DENIM OR JACQUARD WEAVE, GREATER THAN OR EQUAL TO 85 PERCENT",313210
5512190010,WV FB SYN GT=85% SYN GT=85% PLY OTH BLUE DENIM,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED BLUE DENIM, GREATER THAN OR EQUAL TO 8",313210
5512190015,WOV FAB SYN GT=85% SYN GT=85% PLY OTH POP/BRCL,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED POPLIN OR BROADCLOTH, GREATER THAN OR",313210
5512190022,WOV FAB SYN GT=85% SYN GT=85% PL OTH W GT 254CM,"OTHER THAN UNBLEACHED OR BLEACHED SHEETING, GREATER THAN OR EQUAL TO 85 PERCENT BY WEIGHT OF POLYESTER STAP",313210
5512190027,WOV FB SYN GT=85% SYN GT=85% PL S F OTH W LT=254CM,"OTHER THAN UNBLEACHED OR BLEACHED SHEETING, GREATER THAN OR EQUAL TO 85 PERCENT OF POLYESTER STAPLE FIBERS,",313210
5512190030,WOV FAB SYN FB GT=85% SYN GT=85% PLY S F OT PRTCL,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED PRINTCLOTH, GREATER THAN OR EQUAL TO 8",313210
5512190035,"WOV FAB SYN GT=85% SYN GT=85% POLY CHEES,LWN,V","OTHER THAN UNBLEACHED OR BLEACHED CHEESECLOTH; LAWNS, VOILES, ETC, GREATER THAN OR EQUAL TO 85 PERCENT BY W",313210
5512190040,WOV FAB SYN GT=85% SYN GT=85% POLY S F OT DUCK,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED DUCK, GREATER THAN OR EQUAL TO 85 PERC",313210
5512190045,WOV FB SYN GT=85% SYN GT=85% PLY ST FB ST/TWL WV,"OTHER THAN UNBLEACHED OR BLEACHED SATIN WEAVE OR TWILL WEAVE, GREATER THAN OR EQUAL TO 85 PERCENT BY WEIGHT",313210
5512190050,WOV FB SYN GT=85% SYN GT=85% PLY ST FB OXF CLTH,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED OXFORD CLOTH, GREATER THAN OR EQUAL TO",313210
5512190090,WOV FB SYN GT=85% SYN GT=85% PL ST FB OTH NESOI,"OTHER THAN UNBLEACHED OR BLEACHED OTHER FABRIC, NOT PLAIN WEAVE, GREATER THAN OR EQUAL TO 85 PERCENT BY WEI",313210
5512210010,WOV FAB SYN GT=85% SYN GT=85% A/M UBL/BLC P/BC,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED POPLIN OR BROADCLOTH, GREATER THAN OR EQUAL TO 85",313210
5512210020,WOV FAB SYN FIB GT=85% SYN GT=85% AC/MAC SHEETING,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED SHEETING, GREATER THAN OR EQUAL TO 85 PERCENT BY",313210
5512210030,WOV FAB SYN FB GT=85% SYN GT=85% A/M UBL/BL PRTCL,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED PRINTCLOTH, GREATER THAN OR EQUAL TO 85 PERCENT B",313210
5512210040,WOV FAB SYN FB GT=85% SYN GT=85% A/M UBL/BL CHESE,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED CHEESECLOTH; LAWNS, VOILES, ETC, GREATER THAN OR",313210
5512210050,WOV FAB SYN FB GT=85% SYN GT=85% A/M UBL/BL DUCK,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED DUCK, GREATER THAN OR EQUAL TO 85 PERCENT BY WEIG",313210
5512210060,WOV FB SYN GT=85% SYN GT=85% AM UB/BL ST/TWL WV,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED SATIN OR TWILL WEAVE, GREATER THAN OR EQUAL TO 85",313210
5512210070,WOV FB SYN GT=85% SYN GT=85% AM UB/BL OXFD CLOTH,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED OXFORD CLOTH, GREATER THAN OR EQUAL TO 85 PERCENT",313210
5512210090,WOV FB SYN GT=85% SYN GT=85% AM UB/BL OTH NESOI,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED OTHER FABRIC, NOT PLAIN WEAVE, GREATER THAN OR EQ",313210
5512290005,WV FB SYN ST GT=85% SYN GT=85% A/M Y D C EX BD/J W,"WOVEN FABRICS OF SYNTHETIC FIBERS, YARNS OF DIFFERENT COLORS, NOT BLUE DENIM OR JACQUARD WEAVE, GREATER THA",313210
5512290010,WV FB SYN ST GT=85% SYN GT=85% A/M OTH-BLUE DENIM,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED BLUE DENIM, GREATER THAN OR EQUAL TO 8",313210
5512290015,WOV FAB SYN FB GT=85% SYN GT=85% ACR/MAC OT PL/BC,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED POPLIN OR BROADCLOTH, GREATER THAN OR",313210
5512290020,WOV FAB SYN GT=85% SYN GT=85% ACR/MACRL SHEETING,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED SHEETING, GREATER THAN OR EQUAL TO 85",313210
5512290025,WOV FAB SYN FB GT=85% SYN GT=85% ACR/MAC OT PRTCL,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED PRINTCLOTH, GREATER THAN OR EQUAL TO 8",313210
5512290030,"WOV FAB SYN FB GT=85% ACR/MA OT BL/UBL CHSCL,ETC","WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED CHEESECLOTH; LAWNS, VOILES, ETC, GREAT",313210
5512290035,WOV FAB SYN FB GT=85% SYN GT=85% OTHER AC/MA DCK,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED DUCK, GREATER THAN OR EQUAL TO 85 PERC",313210
5512290040,WOV FB SYN FIB GT=85% ACRY/MACRY SATIN/TWIL WV,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED SATIN OR TWILL WEAVE, GREATER THAN OR",313210
5512290045,WOV FB SYN GT=85% SYN GT=85% ACR/MACR OTH OXF CL,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED OXFORD CLOTH, GREATER THAN OR EQUAL TO",313210
5512290090,WOV FB SYN GT=85% SYN GT=85% ACR/MACR OTH NESOI,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED OTHER FABRIC, NOT PLAIN WEAVE, GREATER",313210
5512910010,WOV FAB SYN FIB GT=85% SYN ST FB OTH UNB/BL O/C,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED POPLIN OR BROADCLOTH, GREATER THAN OR EQUAL TO 85",313210
5512910020,WOV FAB SYN FIB GT=85% SYN ST FB OTH UNB/BL SHT,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED SHEETING, GREATER THAN OR EQUAL TO 85 PERCENT BY",313210
5512910030,WOV FAB SYN FIB GT=85% SYN ST FB OTH UNB/BL PRT,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED PRINTCLOTH, GREATER THAN OR EQUAL TO 85 PERCENT B",313210
5512910040,WOV FAB SYN FB GT=85% SYN ST FB OTH UNB/BL CHSCL,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED CHEESECLOTH; LAWNS, VOILES, ETC, GREATER THAN OR",313210
5512910050,WOV FAB SYN FB GT=85% SYN ST FB OTH UNB/BL DUCK,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED DUCK, GREATER THAN OR EQUAL TO 85 PERCENT BY WEIG",313210
5512910060,WOV FAB SYN FB GT=85% SYN ST FB OT UNB/BL S/T WV,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED SATIN OR TWILL WEAVE, GREATER THAN OR EQUAL TO 85",313210
5512910070,WOV FAB SYN FB GT=85% SYN ST FB OT UNB/BL O PL W,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED OXFORD CLOTH, GREATER THAN OR EQUAL TO 85 PERCENT",313210
5512910090,WOV FAB SYN FB GT=85% SYN ST FB UNB/BL OT-NESOI,"WOVEN FABRICS OF SYNTHETIC FIBERS, UNBLEACHED OR BLEACHED OTHER FABRIC, NOT PLAIN WEAVE, GREATER THAN OR EQ",313210
5512990005,WV FB SYN GT=85% SYN S F OTH YDC EX BL DN/JAC W,"WOVEN FABRICS OF SYNTHETIC FIBERS, YARN OF DIFFERENT COLORS, NOT BLUE DENIM OR JACQUARD WEAVE, GREATER THAN",313210
5512990010,WOV FAB SYN STAPLE GT=85% SYN STAPLE FIB NESOI,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED BLUE DENIM, GREATER THAN OR EQUAL TO 8",313210
5512990015,WOV FAB SYN FIB GT=85% SYN ST FB OTH POPL/BRDCL,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED POPLIN OR BROADCLOTH, GREATER THAN OR",313210
5512990020,WOV FAB SYN STP FIB GT=85% SYN ST FB OTHER SHEET,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED SHEETING, GREATER THAN OR EQUAL TO 85",313210
5512990025,WOV FAB SYN STP FIB GT=85% SYN ST FB OTH PRINTCLTH,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED PRINTCLOTH, GREATER THAN OR EQUAL TO 8",313210
5512990030,WOV FAB SYN FB GT=85% SYN ST FB OT BL/UBL CHSCLT,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED CHEESECLOTH; LAWNS, ETC, GREATER THAN",313210
5512990035,WOV FAB SYN ST FB GT=85% SYN ST BER OTHER DUCK,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED DUCK, GREATER THAN OR EQUAL TO 85 PERC",313210
5512990040,WOV FAB SYN FB GT=85% SYN ST FB OT SATIN/TWIL WV,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED SATIN OR TWILL WEAVE, GREATER THAN OR",313210
5512990045,WOV FAB SYN FB GT=85% SYN ST FB OT BL/UBL OXF CL,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED OXFORD CLOTH, GREATER THAN OR EQUAL TO",313210
5512990090,WOV FAB SYN FB GT=85% SYN STP FIB OTHER NESOI,"WOVEN FABRICS OF SYNTHETIC FIBERS, OTHER THAN UNBLEACHED OR BLEACHED ,NOT PLAIN WEAVE, GREATER THAN OR EQUA",313210
5513110020,WOV FB SYN LT 85% MX CT LT=170G/M2 UB/BL P PW P/B,"UNBLEACHED OR BLEACHED PLAIN WEAVE POPLIN OR BROADCLOTH, OF POLYESTER STAPLE FIBERS, MIXED MAINLY OR SOLELY",313210
5513110040,WOV FB SYN LT 85% MX CT LT=170G/M2 UB/BL P PW SHT,"UNBLEACHED OR BLEACHED PLAIN WEAVE SHEETING, OF POLYESTER STAPLE FIBERS, MIXED MAINLY OR SOLELY WITH COTTON",313210
5513110060,WOV FB SYN LT 85% MX CT LT=170G/M2 UB/BL P PW PRT,"UNBLEACHED OR BLEACHED PLAIN WEAVE PRINTCLOTH, OF POLYESTER STAPLE FIBERS, MIXED MAINLY OR SOLELY WITH COTT",313210
5513110090,WOV FB SYN LT 85% MX CT LT=170G/M2 UB/BL P CHESCL,"UNBLEACHED OR BLEACHED PLAIN WEAVE CHEESECLOTH; LAWNS, ETC. OF POLYESTER STAPLE FIBERS, MIXED MAINLY OR SOL",313210
5513120000,"WOV FB SYN S F,<85% MX CT,<=170G/M2 UB/B, 3-4 T TW",WOV FAB OF SYN STAPLE FIBERS <85% BY WT OF SUCH FIBERS MIXED M/S COTTON OF WT <=170 G/M2 UNBL/BLC 3-4 THRD,313210
5513130020,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL P ST/TW W,"UNBLEACHED OR BLEACHED SATIN WEAVE OR TWILL WEAVE, OF POLYESTER STAPLE FIBERS, MIXED MAINLY OR SOLELY WITH",313210
5513130040,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL P O OX CL,"UNBLEACHED OR BLEACHED OXFORD CLOTH, OF POLYESTER STAPLE FIBERS, MIXED MAINLY OR SOLELY WITH COTTON, WEIGHI",313210
5513130090,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL P O NESOI,"UNBLEACHED OR BLEACHED OTHER FABRIC, NOT PLAIN WEAVE, OF POLYESTER STAPLE FIBERS, MIXED MAINLY OR SOLELY WI",313210
5513190010,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL OWF PL/BC,"UNBLEACHED OR BLEACHED POPLIN OR BROADCLOTH, OF OTHER SYNTHETIC STAPLE FIBERS, MIXED MAINLY OR SOLELY WITH",313210
5513190020,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL OWF SHEET,"UNBLEACHED OR BLEACHED SHEETING, OF OTHER SYNTHETIC STAPLE FIBERS, MIXED MAINLY OR SOLELY WITH COTTON, WEIG",313210
5513190030,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL OWF PRTCL,"UNBLEACHED OR BLEACHED PRINTCLOTH, OF OTHER SYNTHETIC STAPLE FIBERS, MIXED MAINLY OR SOLEY WITH COTTON, WEI",313210
5513190040,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL OWF CHSCL,"UNBLEACHED OR BLEACHED CHEESECLOTH; LAWNS, ETC, OF OTHER SYNTHETIC STAPLE FIBERS, MIXED MAINLY OR SOLELY WI",313210
5513190050,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL OWF S/T W,"UNBLEACHED OR BLEACHED SATIN WEAVE OR TWILL WEAVE, OF OTHER SYNTHETIC STAPLE FIBERS, MIXED MAINLY OR SOLELY",313210
5513190060,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL OWF OX CL,"UNBLEACHED OR BLEACHED OXFORD CLOTH, OF OTHER SYNTHETIC STAPLE FIBERS, MIXED MAINLY OR SOLELY WITH COTTON,",313210
5513190090,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL OWF NESOI,"UNBLEACHED OR BLEACHED OTHER FABRIC, NOT PLAIN WEAVE, OF OTHER SYNTHETIC STAPLE FIBERS, MIXED WITH COTTON,",313210
5513210020,WOV FB SYN LT 85% MX CT LT=170G/M2 DYED PY PW P/B,"DYED POPLIN OR BROADCLOTH, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED WITH COTTON, WE",313210
5513210040,WOV FB SYN LT 85% MY CT LT=170G/M2 DYED PY PW SHT,"DYED SHEETING, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED MAINLY OR SOLELY WITH COTTO",313210
5513210060,WOV FB SYN LT 85% MX CT LT=170G/M2 DYED PY PW PRT,"DYED PRINTCLOTH, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED MAINLY OR SOLELY WITH COT",313210
5513210090,WOV FB SYN LT 85% MY CT LT=170G/M2 DYED PY CHSCLH,"DYED CHEESECLOTH; LAWNS, VOILES, OR BATISTES, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MI",313210
5513230121,WV FB SYN LT 85% MX CT LT=170G/M2 DYED PY ST/TW W,"DYED SATIN WEAVE OR TWILL WEAVE, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED MAINLY OR",313210
5513230141,WV FB SYN LT 85% MX CT LT=170G/M2 DYED PY O OX CL,"DYED OXFORD CLOTH, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED MAINLY OR SOLELY WITH C",313210
5513230191,WV FB SYN LT 85% MX CT LT=170G/M2 DYED PY O NESOI,"DYED OTHER FABRIC, NOT PLAIN WEAVE, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED WITH C",313210
5513290010,WV FB SYN LT 85% MX CT LT=170G/M2 DYED OWF PL/BC,"DYED POPLIN OR BROADCLOTH, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, MIXED WITH COTT",313210
5513290020,WV FB SYN LT 85% MX CT LT=170G/M2 DYED OWF SHEET,"DYED SHEETING, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, MIXED MAINLY OR SOLELY WITH",313210
5513290030,WV FB SYN LT 85% MX CT LT=170G/M2 DYED OWF PRTCL,"DYED PRINTCLOTH, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, MIXED WITH COTTON, WEIGHI",313210
5513290040,WV FB SYN LT 85% MX CT LT=170G/M2 DYED OWF CHSCLH,"DYED CHEESECLOTH; LAWNS, VOILES, BATISTES, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS,",313210
5513290050,WV FB SYN LT 85% MX CT LT=170G/M2 DYED OWF S/T W,"DYED SATIN WEAVE OR TWILL WEAVE, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, MIXED WIT",313210
5513290060,WV FB SYN LT 85% MX CT LT=170G/M2 DYED WF O OX CL,"DYED OXFORD CLOTH, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, MIXED WITH COTTON, WEIG",313210
5513290090,WV FB SYN LT 85% MX CT LT=170G/M2 DYED OWF NESOI,"DYED OTHER FABRIC, NOT PLAIN WEAVE, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, MIXED",313210
5513310000,"WV F SYN S F,< 85% MX CT,<=170G/M2,YDF PY ST FB,PW",WOVEN FABRICS OF SYNTHETIC STAPLE FIBERS <85% BY WEIGHT OF SUCH FIBER MIXED M/S COTTON WGHT <=170G/M2 YRN O,313210
5513390111,WV FB SYN LT 85% MX CT LT=170G/M2 YDF OWF JAC WOV,"YARN OF DIFFERENT COLORS JACQUARD WOVEN, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, M",313210
5513390115,WV FB SYN LT 85% MX CT LT=170G/M2 YDF OWFPSF OX C,"YARNS OF DIFFERENT COLORS, OXFORD CLOTH, LESS THAN 85 PERCENT BY WEIGHT OF SYNTHETIC STAPLE FIBERS, MIXED W",313210
5513390191,WOV FAB SYN LT 85% MX CT LT=170G/M2 YDF OWF NESOI,"YARN OF DIFFERENT COLORS OTHER WOVEN FABRIC, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBER",313210
5513410020,WOV FB SYN LT 85% MX CT LT=170G/M2 PRNTD P PW P/B,"PRINTED POPLIN OR BROADCLOTH, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED WITH COTTON,",313210
5513410040,WOV FB SYN LT 85% MX CT LT=170G/M2 PRNTD P PW SHT,"PRINTED SHEETING, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED MAINLY OR SOLELY WITH CO",313210
5513410060,WOV FB SYN LT 85% MX CT LT=170G/M2 PRNTD P PW PRT,"PRINTED PRINTCLOTH, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED MAINLY OR SOLELY WITH",313210
5513410090,WOV FB SYN LT 85% MX CT LT=170G/M2 PRNTD P PW OTH,"PRINTED CHEESECLOTHS; LAWNS, VOILES, OR BATISTES, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS",313210
5513491000,"WV FB SYN S F,<85% MX CT,<=170G/M2,PRNTD,3-4 T TW",WOV FABRICS OF SYN STAPLE FIBERS <85% BY WT OF SUCH FIBERS MIXED M/S COTTON WT <=170G/M2 PRINTED 3-4 THRD T,313210
5513492020,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD P ST/TW W,"PRINTED SATIN WEAVE OR TWILL WEAVE, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED WITH C",313210
5513492040,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD P O OX CL,"PRINTED OXFORD CLOTH, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED MAINLY OR SOLELY WIT",313210
5513492090,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD P O NESOI,"PRINTED OTHER FABRIC, NOT PLAIN WEAVE, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED WIT",313210
5513499010,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD OWF PL/BC,"PRINTED POPLIN OR BROADCLOTH, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, MIXED WITH C",313210
5513499020,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD OWF SHEET,"PRINTED SHEETING, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, MIXED MAINLY OR SOLELY W",313210
5513499030,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD OWF PRTCL,"PRINTED PRINTCLOTH, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, MIXED MAINLY OR SOLELY",313210
5513499040,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD OWF OX CL,"PRINTED CHEESECLOTH; LAWNS, VOILES OR BATISTES, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC FIBERS, M",313210
5513499050,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD OWF S/T W,"PRINTED SATIN WEAVE OR TWILL WEAVE, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, MIXED",313210
5513499060,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD OWF O P W,"PRINTED OXFORD CLOTH, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, MIXED MAINLY OR SOLE",313210
5513499090,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD OWF NESOI,"PRINTED OTHER FABRIC, NOT PLAIN WEAVE, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, MIX",313210
5514110020,WV FB SYN LT 85% MX GT 170G/M2 UB/BL PY PW PL/BC,"UNBLEACHED OR BLEACHED POPLIN OR BROADCLOTH, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIX",313210
5514110030,WV FB SYN LT 85% MX GT 170G/M2 UB/BL PY PW SH N N,"UNBLEACHED OR BLEACHED SHEETING, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED WITH COTT",313210
5514110050,WV FB SYN LT 85% MX GT 170G/M2 UB/BL PY PW SH NAP,"UNBLEACHED OR BLEACHED SHEETING, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED WITH COTT",313210
5514110090,WV FB SY LT 85% MX CT GT 170G/M2 UB/BL 1 PW DCK,"UNBLEACHED OR BLEACHED PLAIN WEAVE DUCK, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED W",313210
5514120020,W F S LT 85% M CT GT 170G/M2 UB/BL 3-4TD TL PSF,"UNBLEACHED OR BLEACHED 3-4 THREAD TWILL, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED W",313210
5514120040,UNBL TWL LT 85% GT 170G/M2 UB/BL 3-4TD TL PSF NAP,"UNBLEACHED OR BLEACHED 3-4 THREAD TWILL, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS, MIXED W",313210
5514191020,WV FB LT 85% M CT GT 170G/M2 UB/BL OWFPSF ST/T W,"UNBLEACHED OR BLEACHED SATIN WEAVE OR TWILL WEAVE, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBER",313210
5514191040,WV F SY LT 85% CT GT 170G/M2 UB/BL OWFPSF DK E PW,"UNBLEACHED OR BLEACHED DUCK, EXCEPT PLAIN WEAVE, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS,",313210
5514191090,WV FB SYN LT 85% MX CT GT 170G/M2 UB/BL OWFPSF OTH,"UNBLEACHED OR BLEACHED FABRIC, NOT PLAIN WEAVE, LESS THAN 85 PERCENT BY WEIGHT OF POLYESTER STAPLE FIBERS,",313210
5514199010,WV FB SYN LT 85% MX CT GT 170G/M2 UB/BL OT P/BC,"UNBLEACHED OR BLEACHED POPLIN OR BROADCLOTH, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBER",313210
5514199020,WV FB SYN LT 85% MX CT GT 170G/M2 UB/BL OT W F SHT,"UNBLEACHED OR BLEACHED SHEETING, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, MIXED WIT",313210
5514199030,WV FB SYN LT 85% MX CT GT 170G/M2 UB/BL OT DUCK,"UNBLEACHED OR BLEACHED DUCK, LESS THAN 85 PERCENT BY WEIGHT OF OTHER SYNTHETIC STAPLE FIBERS, MIXED WITH CO",313210
5514199040,WV FB SYN LT 85% MX CT GT 170G/M2 UB/BL S/T W,"UNBLEACHED OR BLEACHED SATIN WEAVE OR TWILL WEAVE, LESS THAN 85 PERCENT OF OTHER SYNTHETIC STAPLE FIBERS, M",313210
5514199090,WV FB SYN LT 85% MX CT GT 170G/M2 UB/BL OWF NESOI,"UNBLEACHED OR BLEACHED FABRIC, NOT PLAIN WEAVE, LESS THAN 85 PERCENT OF OTHER SYNTHETIC STAPLE FIBERS, MIXE",313210
